name,mw,logp,tpsa,rings,heteroatoms,rotbonds,persistence,biodeg,toxicity,category,pmi1,pmi2,pmi3,radius_of_gyration,spherocity
Dioctyl Adipate (DOA) - Grade 6 - Grade 16 - Grade 26 - Grade 36 - Grade 46 - Grade 56,594.1543270145958,7.2585342222272065,45.420871168567885,0,4,16,0.7361778102416741,0.26382218975832594,0.40983538781072343,Plasticizer,228.90362478271692,143.5291146877793,143.9852277063561,6.930600454776792,0.7719293618190062
Tri(2-ethylhexyl) Trimellitate (TOTM) - Grade 7 - Grade 17 - Grade 27 - Grade 37 - Grade 47 - Grade 57,573.4314661179269,7.071568459632566,62.42884125491027,1,6,21,0.7366177438917716,0.2633822561082284,0.681859311362089,Plasticizer,222.75925388051405,207.97291472902992,81.53362092937385,5.735724747196687,0.8843266602261839
Acetyl Tributyl Citrate (ATBC) - Grade 8 - Grade 18 - Grade 28 - Grade 38 - Grade 48 - Grade 58,244.34871676865367,7.2714836535443235,108.42301443961203,0,8,17,0.40671359400260637,0.5932864059973937,0.27307790896190404,Plasticizer,105.98238956366816,85.17171718973322,57.30086897161719,5.374116424322537,0.3357753146323613
Tributyl Citrate (TBC) - Grade 9 - Grade 19 - Grade 29 - Grade 39 - Grade 49 - Grade 59,377.8715596980734,5.160202237823869,124.23612760018024,0,8,15,0.42925152853149773,0.5707484714685023,0.23489845732610187,Plasticizer,137.1988446532733,125.57360153488239,91.01105095255754,6.382752188523249,0.7874737064513426
Triethyl Citrate (TEC) - Grade 10 - Grade 20 - Grade 30 - Grade 40 - Grade 50 - Grade 60,282.71385798431623,-1.9979120484478918,113.304598639795,0,8,11,0.35537996043167575,0.6446200395683243,0.15404178042949998,Plasticizer,123.41021256415257,69.9058974404107,59.85744100076257,4.229126426839231,0.4804134405762661
Di(2-ethylhexyl) Phthalate (DEHP) - Grade 1 - Grade 11 - Grade 21 - Grade 31 - Grade 41 - Grade 51 - Grade 61,517.4507058096899,5.888090521560992,57.425958426578724,1,4,14,0.7052402596330173,0.2947597403669827,0.7664780302334644,Plasticizer,245.42568395039058,113.61737618674755,145.26061148288724,7.6294104277991455,0.6304459685346433
Diisononyl Phthalate (DINP) - Grade 2 - Grade 12 - Grade 22 - Grade 32 - Grade 42 - Grade 52 - Grade 62,314.0095316559597,11.52421703139217,56.29961141962884,1,4,16,0.9650877252256087,0.034912274774391294,0.7395252799757784,Plasticizer,109.11743568418426,98.98581059476459,38.3716390727616,4.789391982899049,0.47405535897044876
Dibutyl Phthalate (DBP) - Grade 3 - Grade 13 - Grade 23 - Grade 33 - Grade 43 - Grade 53 - Grade 63,201.05848198535017,5.4517076502718815,54.13627659506117,1,4,10,0.6780321942499866,0.3219678057500134,0.3575994279311378,Plasticizer,99.68156058345302,62.47602134114522,27.228202477050022,3.8920661191487635,0.6680672835407941
Diethyl Phthalate (DEP) - Grade 4 - Grade 14 - Grade 24 - Grade 34 - Grade 44 - Grade 54 - Grade 64,196.75421594859284,0.9480722619679836,43.2048364455369,1,4,6,0.5558657662912622,0.44413423370873784,0.5083329624376739,Plasticizer,74.23017676255202,46.763952151348825,36.54374388035815,4.7074477021398895,0.5122816983863854
Di(2-ethylhexyl) Adipate (DEHA) - Grade 5 - Grade 15 - Grade 25 - Grade 35 - Grade 45 - Grade 55 - Grade 65,336.0077461961666,8.352053961977775,45.022167731231725,0,4,16,0.5525347726360218,0.4474652273639782,0.40937280852975155,Plasticizer,118.762521548373,70.98141423679849,42.1160667356983,5.355306988641727,0.5001689345866089
Dioctyl Adipate (DOA) - Grade 6 - Grade 16 - Grade 26 - Grade 36 - Grade 46 - Grade 56 - Grade 66,599.9331936121714,7.251524453098412,44.61324813244939,0,4,16,0.7092060208512238,0.29079397914877625,0.4753817295264844,Plasticizer,230.5556680569797,129.6705748576542,127.94129016814694,6.046170025359731,0.3227629877615613
Tri(2-ethylhexyl) Trimellitate (TOTM) - Grade 7 - Grade 17 - Grade 27 - Grade 37 - Grade 47 - Grade 57 - Grade 67,491.1710129228305,7.195107148535717,63.180087249697394,1,6,21,0.8138428262431473,0.1861571737568527,0.5597404577229558,Plasticizer,156.62436464826055,195.75826879373756,88.25365343897892,6.062630338769691,0.3881762435422869
Acetyl Tributyl Citrate (ATBC) - Grade 8 - Grade 18 - Grade 28 - Grade 38 - Grade 48 - Grade 58 - Grade 68,238.39589228547263,7.3151491825020285,103.22213138086204,0,8,17,0.42924431981983735,0.5707556801801627,0.3256505501868786,Plasticizer,77.5123220353438,85.03981481064567,37.40888290436393,4.853135537719763,0.8502469193192874
Tributyl Citrate (TBC) - Grade 9 - Grade 19 - Grade 29 - Grade 39 - Grade 49 - Grade 59 - Grade 69,350.271450184938,4.605002479175859,125.85940316880239,0,8,15,0.42553584007885087,0.5744641599211491,0.27924778683816043,Plasticizer,134.11431798300342,134.64346808872193,46.935660682964645,4.698595641494062,0.898966457323948
Triethyl Citrate (TEC) - Grade 10 - Grade 20 - Grade 30 - Grade 40 - Grade 50 - Grade 60 - Grade 70,291.91850717247644,-1.7143842897538404,109.89427461808508,0,8,11,0.3224657305044094,0.6775342694955906,0.13255275665665797,Plasticizer,132.08988548100186,69.77171810093154,48.77013830453917,5.1102095924666076,0.768312345521764
Di(2-ethylhexyl) Phthalate (DEHP) - Grade 1 - Grade 11 - Grade 21 - Grade 31 - Grade 41 - Grade 51 - Grade 61 - Grade 71,474.81022126847813,6.204571397315905,58.12911388551302,1,4,14,0.709199350611588,0.290800649388412,0.6483695517237454,Plasticizer,227.93855711716006,186.1795961087493,105.21408490503673,6.781602673378692,0.4720875748640921
Diisononyl Phthalate (DINP) - Grade 2 - Grade 12 - Grade 22 - Grade 32 - Grade 42 - Grade 52 - Grade 62 - Grade 72,347.9357205877728,11.29942901227953,58.80848315750344,1,4,16,0.8649506155079314,0.1350493844920686,0.8010050033628336,Plasticizer,150.643501508248,79.51405303251377,74.8608205096953,5.048348807971341,0.5414670830661555
Dibutyl Phthalate (DBP) - Grade 3 - Grade 13 - Grade 23 - Grade 33 - Grade 43 - Grade 53 - Grade 63 - Grade 73,203.68460035152836,5.410383757752787,53.970579388489334,1,4,10,0.6236444449922335,0.3763555550077665,0.4213519888900455,Plasticizer,65.39170071702894,61.47534582986306,27.033997853300807,4.439426017802912,0.7437020729436497
Diethyl Phthalate (DEP) - Grade 4 - Grade 14 - Grade 24 - Grade 34 - Grade 44 - Grade 54 - Grade 64 - Grade 74,217.4119548936914,0.5335638021388023,44.6653529335262,1,4,6,0.550835700640787,0.449164299359213,0.4903919689835017,Plasticizer,94.44461251268015,79.5595431219329,27.17300754098335,4.910633908721463,0.881108134129919
Di(2-ethylhexyl) Adipate (DEHA) - Grade 5 - Grade 15 - Grade 25 - Grade 35 - Grade 45 - Grade 55 - Grade 65 - Grade 75,351.22622252601053,7.996673910203186,45.134747001236235,0,4,16,0.5931664493518461,0.40683355064815385,0.40269837421609167,Plasticizer,150.0036564130156,94.8172666716079,36.99653796466854,5.349729348613091,0.5732827024376206
Dioctyl Adipate (DOA) - Grade 6 - Grade 16 - Grade 26 - Grade 36 - Grade 46 - Grade 56 - Grade 66 - Grade 76,519.2943572207329,7.288409507041855,47.16760820125553,0,4,16,0.6583753159504065,0.34162468404959345,0.4294828315334512,Plasticizer,239.47403837057877,147.98108345717165,53.21994387053449,6.270233115850474,0.7977134491730249
Tri(2-ethylhexyl) Trimellitate (TOTM) - Grade 7 - Grade 17 - Grade 27 - Grade 37 - Grade 47 - Grade 57 - Grade 67 - Grade 77,441.7650569194559,7.7760740552637655,63.425047308671225,1,6,21,0.7561995643417567,0.24380043565824328,0.6443351700774852,Plasticizer,205.44272191509793,99.67855189339272,121.91040713475317,5.463501964912736,0.8850413535592303
Acetyl Tributyl Citrate (ATBC) - Grade 8 - Grade 18 - Grade 28 - Grade 38 - Grade 48 - Grade 58 - Grade 68 - Grade 78,265.543118787436,6.930966708844992,110.8725103562644,0,8,17,0.40233546160066236,0.5976645383993376,0.3192989764289049,Plasticizer,125.77200613286975,59.63683563391564,28.94891896798937,4.900181231828214,0.8240839026336026
Tributyl Citrate (TBC) - Grade 9 - Grade 19 - Grade 29 - Grade 39 - Grade 49 - Grade 59 - Grade 69 - Grade 79,401.2348592392856,4.574480766440861,136.16024534367247,0,8,15,0.42948840058389975,0.5705115994161003,0.27900344592210014,Plasticizer,153.603257763525,129.96544573949703,98.80176574248578,6.660991409279713,0.43628984806279614
Triethyl Citrate (TEC) - Grade 10 - Grade 20 - Grade 30 - Grade 40 - Grade 50 - Grade 60 - Grade 70 - Grade 80,257.36764860779414,-2.082313514415258,113.34012179472982,0,8,11,0.3473938659397848,0.6526061340602152,0.12621249359831593,Plasticizer,113.13183827811451,86.24556517559836,70.62091562910054,4.30631728711731,0.30481911832537373
Di(2-ethylhexyl) Phthalate (DEHP) - Grade 1 - Grade 11 - Grade 21 - Grade 31 - Grade 41 - Grade 51 - Grade 61 - Grade 71 - Grade 81,514.069218445099,5.2891871731184725,61.53378746069178,1,4,14,0.7224063501383122,0.2775936498616878,0.6832732084185409,Plasticizer,181.8006160052916,182.7343872862592,61.488626159091986,6.2734966524868385,0.5952490232330492
Diisononyl Phthalate (DINP) - Grade 2 - Grade 12 - Grade 22 - Grade 32 - Grade 42 - Grade 52 - Grade 62 - Grade 72 - Grade 82,379.0322139275498,11.399754914257374,57.58491941624083,1,4,16,0.9511183939463077,0.048881606053692295,0.8115875185306596,Plasticizer,189.4657927103188,118.00652896184955,70.97768031578914,5.410232720555416,0.6188164990171601
Dibutyl Phthalate (DBP) - Grade 3 - Grade 13 - Grade 23 - Grade 33 - Grade 43 - Grade 53 - Grade 63 - Grade 73 - Grade 83,182.7837997876434,5.901670489566675,51.9926836975212,1,4,10,0.6771051312707276,0.3228948687292724,0.4898036961579784,Plasticizer,61.24479171064228,60.16362739506885,53.45705914108014,3.9977531413554437,0.4207502187307018
Diethyl Phthalate (DEP) - Grade 4 - Grade 14 - Grade 24 - Grade 34 - Grade 44 - Grade 54 - Grade 64 - Grade 74 - Grade 84,202.86086543553114,0.8617442370530766,48.984684379478956,1,4,6,0.5033375605177263,0.49666243948227373,0.4319403197441674,Plasticizer,61.268624102680484,41.12059817417271,54.128904656962945,3.6649107386568693,0.47080463516809057
Di(2-ethylhexyl) Adipate (DEHA) - Grade 5 - Grade 15 - Grade 25 - Grade 35 - Grade 45 - Grade 55 - Grade 65 - Grade 75 - Grade 85,317.95366746141895,8.145665028391912,41.994309969320945,0,4,16,0.5846708943032297,0.4153291056967703,0.42127050511446584,Plasticizer,104.84895554468035,73.9032889819146,62.93600532611161,5.810865079739296,0.7590918965091282
Dioctyl Adipate (DOA) - Grade 6 - Grade 16 - Grade 26 - Grade 36 - Grade 46 - Grade 56 - Grade 66 - Grade 76 - Grade 86,454.4029321472965,7.6688618786203095,50.7751412882124,0,4,16,0.706347733607202,0.29365226639279796,0.4303773194769904,Plasticizer,206.8326083123264,180.3902179481093,114.74320313939133,5.650496077820239,0.5822083552278803
Tri(2-ethylhexyl) Trimellitate (TOTM) - Grade 7 - Grade 17 - Grade 27 - Grade 37 - Grade 47 - Grade 57 - Grade 67 - Grade 77 - Grade 87,503.67312165302394,7.908602077683922,65.55511408230964,1,6,21,0.780640770301112,0.219359229698888,0.5582403663362285,Plasticizer,196.10852230600833,108.38980164089556,134.3172940879579,7.010827031897057,0.490412450160154
Acetyl Tributyl Citrate (ATBC) - Grade 8 - Grade 18 - Grade 28 - Grade 38 - Grade 48 - Grade 58 - Grade 68 - Grade 78 - Grade 88,295.96860521494875,6.908453297430559,109.26463029087289,0,8,17,0.36972054673719285,0.6302794532628071,0.2570494084325507,Plasticizer,115.2797864000439,99.37372171872963,50.19787149592678,4.99254470658392,0.6735756164171517
Tributyl Citrate (TBC) - Grade 9 - Grade 19 - Grade 29 - Grade 39 - Grade 49 - Grade 59 - Grade 69 - Grade 79 - Grade 89,408.4276782333037,5.470942062106298,146.78777179292206,0,8,15,0.38613480220203134,0.6138651977979687,0.30483877333163345,Plasticizer,200.53986221330808,96.06893984393089,113.71875671658393,6.0344580806621275,0.6916558535856753
Triethyl Citrate (TEC) - Grade 10 - Grade 20 - Grade 30 - Grade 40 - Grade 50 - Grade 60 - Grade 70 - Grade 80 - Grade 90,233.23263272864804,-1.9703358753703908,121.4592879605119,0,8,11,0.3739956357543606,0.6260043642456394,0.12827196621430167,Plasticizer,112.86756396830559,80.0789590825577,45.26920946824283,3.843638776361317,0.7616374661044814
PFOA (Perfluorooctanoic Acid),414.1,4.8,37.3,0,2,6,0.99,0.01,0.85,PFAS,150.00314818492805,141.2901251733123,85.1230058499423,6.426625573391346,0.39402557745775146
PFOS (Perfluorooctanesulfonic Acid),500.1,5.2,54.4,0,3,7,0.99,0.01,0.88,PFAS,170.93999404066224,123.44458996000479,150.00075793493954,5.6515589520825795,0.7449103513961942
GenX (HFPO-DA),330.0,3.2,37.3,0,3,4,0.98,0.02,0.82,PFAS,154.99982585562682,83.79587034846749,88.65799576604263,4.43325970303603,0.6596570352662512
PFHxS,400.1,4.1,54.4,0,3,5,0.98,0.02,0.84,PFAS,192.52964606496997,132.41475250243911,68.95883586195387,5.882039496307423,0.3345431191816783
PFNA,464.1,5.6,37.3,0,2,7,0.99,0.01,0.87,PFAS,189.50102637415557,129.02778611957945,47.37027826459601,6.739563825661888,0.7664673769520467
DDT,354.5,6.91,0.0,2,0,2,0.92,0.08,0.78,Persistent Pollutant,150.97614111820243,84.69345105172371,79.84574183198713,4.456962099788545,0.529848168799911
Dieldrin,380.9,5.4,25.8,3,1,0,0.94,0.06,0.82,Persistent Pollutant,133.8417302078589,131.91935183563035,91.71412480243924,4.663568026996407,0.49822856059778253
"2,3,7,8-TCDD (Dioxin)",322.0,6.8,18.5,3,2,0,0.96,0.04,0.98,Dioxin,148.17169310581698,74.32710056725992,74.11169324523365,5.807252221695715,0.5688450909489806
PCB-52,292.0,5.84,0.0,2,0,1,0.9,0.1,0.75,PCB,124.51594982142295,108.36958998606488,85.72316130793163,5.542651705234265,0.5077050463836774
PCB-138,360.9,7.2,0.0,2,0,1,0.93,0.07,0.8,PCB,144.61360524548937,109.3288462460609,98.37924875283417,4.925361349892881,0.5029713553259454
PFOA (Perfluorooctanoic Acid) - Congener 1,431.51230858198267,4.678535390450401,37.3,0,2,6,1.0154736422986692,-0.01547364229866921,0.8430750835194464,PFAS,134.64120893437843,95.42468403608989,81.8865108760266,6.273003840844068,0.7848466006203754
PFOS (Perfluorooctanesulfonic Acid) - Congener 2,485.87698249785075,4.417889429475959,54.4,0,3,7,0.9895416258222237,0.010458374177776286,0.9377718684289504,PFAS,234.7694378991955,164.62215070982543,54.69589951788046,6.218533941000333,0.37470315261941534
GenX (HFPO-DA) - Congener 3,319.1237311264776,3.4183268698248064,37.3,0,3,4,1.0055566918763135,-0.005556691876313469,0.7545045464778594,PFAS,135.01815005797567,96.96019547569362,62.29670326443916,5.430622807486845,0.8823600407144752
PFHxS - Congener 4,379.28472650273073,3.7640476413957056,54.4,0,3,5,0.9519306039972619,0.048069396002738074,0.8144541571458039,PFAS,128.40237578084606,98.46668222059861,90.2124185712608,6.438060914069032,0.6329589866246059
PFNA - Congener 5,459.49157786200044,5.905436440247942,37.3,0,2,7,0.9995775425442918,0.0004224574557082361,0.8443132407100798,PFAS,193.57333609583102,130.72897287797826,101.79666551908805,5.14803513285327,0.40975439905278777
DDT - Congener 6,378.7086315137095,7.412823982675637,0.0,2,0,2,0.9178867355205049,0.08211326447949507,0.8547403703303642,Persistent Pollutant,164.92483341109443,98.33834202332383,78.63029364728888,6.242402628664168,0.3787292897590119
Dieldrin - Congener 7,391.11894809536915,5.548973858792886,25.8,3,1,0,0.9268478219604637,0.07315217803953633,0.85055766025652,Persistent Pollutant,158.463432633269,98.79866725859846,75.78469035075454,5.6931305797474145,0.6549057192809896
"2,3,7,8-TCDD (Dioxin) - Congener 8",294.28488994165895,6.483973469945888,18.5,3,2,0,0.9350308943751137,0.06496910562488634,1.049724502745534,Dioxin,130.5507651667581,68.48647521263588,46.71842508874989,5.079171444898114,0.6797996663081568
PCB-52 - Congener 9,276.0672861301733,5.636321903805815,0.0,2,0,1,0.9102874975242269,0.08971250247577311,0.7791225860264748,PCB,114.92426852191805,75.24308481453191,42.92000217827937,5.0917436162912715,0.33181546261788647
PCB-138 - Congener 10,361.8134200820099,7.511012496325978,0.0,2,0,1,0.9155151143462368,0.08448488565376322,0.7540231002193755,PCB,177.12717680955268,90.52479191921131,72.37943445276623,6.419253459658995,0.4458011484772715
PFOA (Perfluorooctanoic Acid) - Congener 1 - Congener 11,391.2254007253001,5.090008434728958,37.3,0,2,6,1.0510806015328242,-0.05108060153282423,0.9056657334967895,PFAS,121.56915243614839,131.72046635849173,51.688946136466704,4.697405498291772,0.7772771527328804
PFOS (Perfluorooctanesulfonic Acid) - Congener 2 - Congener 12,511.73193265223836,3.8911898907471367,54.4,0,3,7,1.0123760780627813,-0.012376078062781293,0.9687155086680013,PFAS,164.3934441418984,172.33869982073037,86.04111531169976,5.30120528960378,0.3297747766461153
GenX (HFPO-DA) - Congener 3 - Congener 13,303.8241006437596,3.5274059872367802,37.3,0,3,4,1.0104188103518021,-0.010418810351802144,0.6958025036566207,PFAS,101.70035597412424,91.25905220101453,50.06895241757867,4.384201945786298,0.8130531983436218
PFHxS - Congener 4 - Congener 14,375.2685217852876,4.024200356884213,54.4,0,3,5,0.9489117100102021,0.051088289989797864,0.8738382266097676,PFAS,164.3804520245177,133.44132292800583,81.59334388696027,6.680290581014617,0.6948974859158001
PFNA - Congener 5 - Congener 15,463.77847072170863,6.006611165953974,37.3,0,2,7,0.9684483463294132,0.031551653670586766,0.8312345632120737,PFAS,199.0162345301432,170.79474379195315,52.5630101294847,6.751600084743766,0.5606539556179229
DDT - Congener 6 - Congener 16,344.0207898071328,7.387445557097979,0.0,2,0,2,0.9355031203403988,0.06449687965960116,0.9262097517409931,Persistent Pollutant,164.58359567089778,108.69450087947098,91.48673391332119,5.599816545541688,0.5078597093825495
Dieldrin - Congener 7 - Congener 17,373.91263443807696,5.374884965672634,25.8,3,1,0,0.9573055363321444,0.042694463667855564,0.8937595087600346,Persistent Pollutant,166.9802181570403,121.06806233866249,79.44733979591784,4.570677367026055,0.3115493783093364
"2,3,7,8-TCDD (Dioxin) - Congener 8 - Congener 18",312.2307813947087,6.784208211480199,18.5,3,2,0,0.8989765934631258,0.10102340653687425,1.146889177134537,Dioxin,125.41408064012876,80.11129401057173,73.11362588328869,5.874427090563821,0.795128967451106
PCB-52 - Congener 9 - Congener 19,288.58257525523095,5.991787005226199,0.0,2,0,1,0.8943772157996697,0.10562278420033033,0.8372067731132866,PCB,143.8198471544025,109.365246742284,69.43838740415322,5.517427207652862,0.38563311238112286
PCB-138 - Congener 10 - Congener 20,333.7786972916311,7.300310323263981,0.0,2,0,1,0.9304333216218964,0.0695666783781036,0.7601606185261757,PCB,117.89784257731475,68.37163185311329,52.836108824458584,5.6216435220403325,0.4857251951172529
PFOA (Perfluorooctanoic Acid) - Congener 1 - Congener 11 - Congener 21,359.6562080099733,4.335928413920511,37.3,0,2,6,1.0593511330336998,-0.059351133033699766,0.8689387795753911,PFAS,167.8293729837864,97.00665005453996,69.80003165726707,5.122331241004917,0.6414641882176824
PFOS (Perfluorooctanesulfonic Acid) - Congener 2 - Congener 12 - Congener 22,491.25437670117685,3.772682913343584,54.4,0,3,7,1.0320723162022567,-0.0320723162022567,0.8811713001698994,PFAS,189.3088406651905,169.16839857845963,143.07743987487257,5.299060267817773,0.4475955600427526
GenX (HFPO-DA) - Congener 3 - Congener 13 - Congener 23,328.30594255737503,3.6987311722261786,37.3,0,3,4,1.0179542365891647,-0.01795423658916473,0.7503955157358841,PFAS,141.08850301495002,70.91996090378473,83.17337142058166,5.398025413410894,0.5982842782513209
PFHxS - Congener 4 - Congener 14 - Congener 24,351.65138610954733,4.38385464235921,54.4,0,3,5,0.9169500226283998,0.08304997737160025,0.8283130323745419,PFAS,156.64440897453795,83.21264086454744,103.35434242780964,5.889055802111843,0.7856056972432215
PFNA - Congener 5 - Congener 15 - Congener 25,491.10228344239016,6.0398601522166455,37.3,0,2,7,1.0068327977906153,-0.006832797790615297,0.8903679406515314,PFAS,209.5783009047414,156.1003699991695,122.40767093026857,5.35897669094514,0.582322760874165
DDT - Congener 6 - Congener 16 - Congener 26,345.49634238367963,7.200604194381668,0.0,2,0,2,0.9028458970642992,0.09715410293570081,0.9875940278395389,Persistent Pollutant,113.35785457554668,107.79442152646939,46.68347543663914,5.652864245954809,0.8693864064717576
Dieldrin - Congener 7 - Congener 17 - Congener 27,381.3144973871353,5.480947176592189,25.8,3,1,0,0.9825237824143062,0.017476217585693843,0.9615027079093741,Persistent Pollutant,148.1750776222349,132.61571384628854,43.053143361046985,5.155333830788299,0.8085003722258051
"2,3,7,8-TCDD (Dioxin) - Congener 8 - Congener 18 - Congener 28",316.71268890722547,7.04098042546482,18.5,3,2,0,0.9002313024126543,0.09976869758734574,1.1309307671089215,Dioxin,130.57673833834983,114.81548457456744,68.26181027102169,5.680394658827063,0.4998235412180365
PCB-52 - Congener 9 - Congener 19 - Congener 29,278.01737023433174,6.58140942622143,0.0,2,0,1,0.9016698553561546,0.09833014464384537,0.9029314045042681,PCB,130.61499369844046,62.75294530359696,47.697398435001354,4.889600340569552,0.5399772747503626
PCB-138 - Congener 10 - Congener 20 - Congener 30,329.998988283394,7.159505093322592,0.0,2,0,1,0.9384044986169667,0.06159550138303327,0.7801235846812885,PCB,128.28022613696973,67.21293926257427,51.18006516039024,4.465898396461661,0.5539960362135163
PFOA (Perfluorooctanoic Acid) - Congener 1 - Congener 11 - Congener 21 - Congener 31,366.2520987460469,3.9301608630533114,37.3,0,2,6,1.0603989395738365,-0.06039893957383646,0.8001578962086063,PFAS,177.1742553441803,123.76673078944764,95.75375418894407,5.583185724171047,0.6757076717547088
PFOS (Perfluorooctanesulfonic Acid) - Congener 2 - Congener 12 - Congener 22 - Congener 32,479.90751355039805,4.085831010776123,54.4,0,3,7,1.0310540380379674,-0.031054038037967358,0.9079984299101163,PFAS,186.2400337458629,124.90954017222418,83.2153166140467,6.060204205362515,0.4720774375131239
GenX (HFPO-DA) - Congener 3 - Congener 13 - Congener 23 - Congener 33,357.888346931511,4.290362761588483,37.3,0,3,4,1.0184645215339536,-0.018464521533953615,0.770521728493265,PFAS,146.6468874116426,116.38413901786497,58.4790252999303,4.762889985138641,0.8815494832935054
PFHxS - Congener 4 - Congener 14 - Congener 24 - Congener 34,321.47492992324527,4.6283121042190265,54.4,0,3,5,0.8989331709880162,0.10106682901198383,0.805427255718459,PFAS,147.63965580155767,73.97424816417455,86.79743338225163,5.8829206029430345,0.6652105323621006
PFNA - Congener 5 - Congener 15 - Congener 25 - Congener 35,488.4005682091621,5.951782301413463,37.3,0,2,7,0.9823544945795295,0.017645505420470498,0.9100949454013239,PFAS,203.47428813798368,143.49599870273408,131.50550002255733,5.131870195069547,0.5396409952446801
DDT - Congener 6 - Congener 16 - Congener 26 - Congener 36,330.3417130111635,6.373462303807271,0.0,2,0,2,0.8816826531949987,0.11831734680500128,0.9908674336153094,Persistent Pollutant,162.54253048239298,99.39484954219608,56.57872441632318,4.852471592870855,0.6870058892949404
Dieldrin - Congener 7 - Congener 17 - Congener 27 - Congener 37,343.6029358563359,5.914739009821417,25.8,3,1,0,0.9881869428623881,0.011813057137611938,0.9639387184714038,Persistent Pollutant,148.45954676005795,108.92747825331743,91.57009313670636,4.307786777826686,0.5372430063178246
"2,3,7,8-TCDD (Dioxin) - Congener 8 - Congener 18 - Congener 28 - Congener 38",303.6317468889952,6.809968388061798,18.5,3,2,0,0.9313255594659751,0.06867444053402494,1.1076369954260608,Dioxin,122.83176099748631,91.88929107969975,82.02784653595708,4.217311450418063,0.7906774085876513
PCB-52 - Congener 9 - Congener 19 - Congener 29 - Congener 39,255.05829360909703,6.226921288777668,0.0,2,0,1,0.8905052452407564,0.10949475475924364,0.9042698989515824,PCB,77.72095349173922,76.29766712428236,47.13122913560134,4.2361202536733025,0.6407045763310328
PCB-138 - Congener 10 - Congener 20 - Congener 30 - Congener 40,354.6975991911871,7.2669696639961,0.0,2,0,1,0.9379200251737431,0.062079974826256934,0.8116809513992557,PCB,135.7592928529874,94.54352095563429,40.18533185830198,4.467414682776574,0.3251823020436402
Industrial Solvent #1,198.92252584986056,-0.21106528061211027,1.3310231935055725,3,7,5,0.40989261020780776,0.5901073897921922,0.5284195866801139,Industrial Solvent,71.58220803812,42.616375649768855,19.955296880949735,4.228842498052793,0.40605412045407646
Industrial Solvent #2,141.18578211360557,0.8562363071766925,15.739761248732137,3,9,3,0.6295161536885179,0.3704838463114821,0.6177283017474474,Industrial Solvent,63.480111398944956,30.76495222266633,28.89486934078809,2.863246709240792,0.8189963838177208
Industrial Solvent #3,50.31557647638251,3.305432748389566,64.55891985339696,0,3,0,0.6318350227461,0.36816497725389996,0.17261500029111582,Industrial Solvent,17.190595201417032,14.428276083221778,8.494029007703286,2.2128904226237847,0.637739895814074
Industrial Solvent #4,112.8421685281213,3.507068286850509,3.8498943670291723,1,2,1,0.3284030658133022,0.6715969341866979,0.665035426971355,Industrial Solvent,38.48414649359508,30.59812732376904,33.787921901888765,2.5177831042635916,0.8702060859083431
Industrial Solvent #5,150.2858970084371,3.0720197400353886,37.042356031472146,1,2,4,0.44476799633514597,0.555232003664854,0.4675440810068915,Industrial Solvent,50.78217698515312,45.5707358212437,38.24508568847771,2.915076642246348,0.3434533877164109
Industrial Solvent #6,181.05478901995176,3.3438383327965626,40.56548868834543,1,5,4,0.34822336656147607,0.651776633438524,0.6947579360401799,Industrial Solvent,58.86509837350835,47.24943988797471,45.67199232911346,3.581844320811395,0.4771563780515844
Industrial Solvent #7,173.0018943679034,3.169294242055755,14.921377612579114,1,4,2,0.5129970797748586,0.48700292022514136,0.4351854378702552,Industrial Solvent,62.66152846972082,58.402328668894434,50.35195113578047,4.399254172635793,0.41612602394374354
Industrial Solvent #8,101.47510297589874,3.3750409252966875,36.913688677250185,3,4,2,0.5609166594367758,0.4390833405632242,0.3579586464340889,Industrial Solvent,48.42233845112412,37.82900150116762,28.163895235678357,3.0724313095286697,0.6323041753372418
Industrial Solvent #9,150.94499335916487,0.6522870455325112,32.02691240518051,1,2,2,0.42252539951128504,0.577474600488715,0.4475598122923161,Industrial Solvent,68.67781262895949,39.211379081179494,24.700260730619288,3.929878086469008,0.5296756986479456
Industrial Solvent #10,163.90265386289195,-0.4067582941561876,83.00267259475504,1,8,1,0.6558608132070265,0.3441391867929735,0.3357845352071748,Industrial Solvent,73.27272128058812,39.10664898343923,21.83141461192985,3.165854910320808,0.3943641204458359
Industrial Solvent #11,128.87188983099855,2.0700883194890705,27.8734896407917,0,0,3,0.3662513388113061,0.6337486611886939,0.3038612962906707,Industrial Solvent,59.212427144484025,28.76885999935474,32.11209814496242,3.7150745604517974,0.6856511483757282
Industrial Solvent #12,127.58590725714978,1.273461668352886,43.88233774826793,2,0,1,0.30268415612162397,0.697315843878376,0.608283693816271,Industrial Solvent,45.15055734542889,41.24224762485226,22.411074309159773,2.619184304751614,0.6217790194783119
Industrial Solvent #13,129.66280173278642,4.050340170468057,11.854678737168836,0,1,2,0.5320886075140117,0.46791139248598834,0.1165220319216793,Industrial Solvent,61.91247571932564,37.4428826219911,25.236858516038943,2.9098442087919993,0.46484175077778056
Industrial Solvent #14,125.8182676865675,4.784104442706214,44.25583165622498,2,5,3,0.4536826851943201,0.5463173148056799,0.34849013459693606,Industrial Solvent,41.200534867537364,29.894815904410432,28.444936869164952,3.3883969725262055,0.5878628146694267
