material_name,composition,category,compressive_strength_mpa,tensile_strength_mpa,fracture_toughness_mpa_m_half,elastic_modulus_gpa,hardness_gpa,thermal_conductivity_w_mk,thermal_conductivity_anisotropy,thermal_expansion_coeff,thermal_expansion_anisotropy,specific_heat_j_kgk,electrical_resistivity_ohm_m,dielectric_constant,band_gap_ev,carrier_mobility_cm2_vs,base_nrci,final_nrci,structural_optimization,resonance_strength,ubp_energy_cu,grain_size_um,porosity_fraction,uncertainty_mechanical,uncertainty_thermal,uncertainty_electrical,confidence_score
Cracked Alumina,Al2O3,Failure Case,1859.0972096257744,185.90972096257747,8.576352036792493,381.4665571625346,27.98515440575021,23.14832522318323,1.0,1.0307542006273393e-05,1.0,742.8864028497527,1.0307542006273391e-07,1.0,,,0.9520499999999998,0.969245799372661,0.49002500000000004,0.8254795595608626,878.5056704014296,2.0,0.15,0.3153771003136695,0.3753771003136695,0.4653771003136695,0.9543416094871047
Amorphous Silica,SiO2,Failure Case,2197.1148841031877,219.7114884103188,8.576352036792493,381.4665571625346,27.98515440575021,19.29027101931936,1.0,1.0307542006273393e-05,1.0,788.5588436506711,103.07542006273391,13.19672131147541,1.12,1400.0,0.9520499999999998,0.969245799372661,0.49002500000000004,0.8254795595608626,878.5056704014296,2.0,0.15,0.3153771003136695,0.3753771003136695,0.4653771003136695,0.9543416094871047
Over-reinforced Composite (30% SiC),Al2O3,Failure Case,1859.0972096257744,185.90972096257747,8.576352036792493,381.4665571625346,27.98515440575021,23.14832522318323,1.0,1.0307542006273393e-05,1.0,657.8684698472462,1.0307542006273391e-07,1.0,,,0.9520499999999998,0.969245799372661,0.49002500000000004,0.8254795595608626,878.5056704014296,2.0,0.15,0.3153771003136695,0.3753771003136695,0.4653771003136695,0.9543416094871047
Under-sintered Alumina,Al2O3,Failure Case,1859.0972096257744,185.90972096257747,8.576352036792493,381.4665571625346,27.98515440575021,23.14832522318323,1.0,1.0307542006273393e-05,1.0,665.7302533186623,1.0307542006273391e-07,1.0,,,0.9520499999999998,0.969245799372661,0.49002500000000004,0.8254795595608626,878.5056704014296,2.0,0.15,0.3153771003136695,0.3753771003136695,0.4653771003136695,0.9543416094871047
Phase-separated Zirconia,ZrO2,Failure Case,1859.0972096257744,185.90972096257747,8.576352036792493,381.4665571625346,27.98515440575021,7.716108407727744,1.0,1.0307542006273393e-05,1.0,698.4951952313332,13399804608.155409,9.1074,,,0.9520499999999998,0.969245799372661,0.49002500000000004,0.8254795595608626,878.5056704014296,2.0,0.15,0.3153771003136695,0.3753771003136695,0.4653771003136695,0.9543416094871047
Geopolymer (Wrong Activator Ratio),Fly Ash,Failure Case,1516.0444800203038,151.60444800203038,5.373618363052113,368.85449919832666,26.992675782249346,7.515249638685903,1.0,1.0820158297157371e-05,1.0,678.8616002274341,108.2015829715737,12.692307692307692,1.2,,0.90005,0.917984170284263,0.49002500000000004,0.7895964191989842,795.8746652691783,2.0,0.15,0.34100791485786847,0.40100791485786846,0.4910079148578685,0.8803395535883749
Bloated Ceramic,Clay,Failure Case,1522.5636443822902,152.25636443822904,5.496800427426733,369.33957835079616,27.03084803699938,7.5229749759567435,1.15,1.0800442285969527e-05,1.15,703.2981581261778,14040574971.760382,12.0906,,,0.90205,0.9199557714030474,0.49002500000000004,0.7909765399821331,798.9780877522375,2.0,0.15,0.3400221142984763,0.4000221142984763,0.4900221142984763,0.8831371963704118
Devitrified Glass,Glass,Failure Case,1683.0480035468563,168.30480035468565,8.450090420808488,380.9693510312533,27.946027844631423,7.708189937025133,1.0,1.0327750917740933e-05,1.0,710.141773233368,13426076193.063213,,,,0.95,0.9672249082259067,0.49002500000000004,0.8240649357581347,875.1716180638722,2.0,0.15,0.31638754588704665,0.37638754588704665,0.4663875458870467,0.9513744656592602
Thermal Shocked SiC,SiC,Failure Case,2108.638339854174,210.8638339854174,7.344531393046177,376.61576563783916,35.4822407443743,19.097137587548357,1.0,1.0504702118151848e-05,1.0,680.1388109534658,105.04702118151847,13.19672131147541,1.12,1400.0,0.93205,0.9495297881848154,0.49002500000000004,0.8116783517293706,846.2464787480518,2.0,0.15,0.3252351059075923,0.3852351059075923,0.4752351059075923,0.9255683034175578
Agglomerated Nanoparticles in Concrete,OPC,Failure Case,2086.8033049766145,208.68033049766146,7.0365762321096055,375.40306775666534,35.34591126312419,19.04885422960561,1.0,1.055399214612146e-05,1.0,604.9600009227427,13720189789.957895,6.310755555555556,,,0.92705,0.9446007853878541,0.49002500000000004,0.8082280497714978,838.2750472083952,2.0,0.15,0.32769960730607295,0.38769960730607295,0.47769960730607297,0.9184357145716024
Contaminated Raw Material (Fe),Al2O3,Failure Case,1859.0972096257744,185.90972096257747,8.576352036792493,381.4665571625346,27.98515440575021,23.14832522318323,1.0,1.0307542006273393e-05,1.0,702.1462448540899,1.0307542006273391e-07,1.0,,,0.9520499999999998,0.969245799372661,0.49002500000000004,0.8254795595608626,878.5056704014296,2.0,0.15,0.3153771003136695,0.3753771003136695,0.4653771003136695,0.9543416094871047
Wrong Firing Atmosphere (Oxidized Si3N4),Si3N4,Failure Case,2197.1148841031877,219.7114884103188,8.576352036792493,381.4665571625346,27.98515440575021,19.29027101931936,1.0,1.0307542006273393e-05,1.0,667.670397856209,103.07542006273391,13.19672131147541,1.12,1400.0,0.9520499999999998,0.969245799372661,0.49002500000000004,0.8254795595608626,878.5056704014296,2.0,0.15,0.3153771003136695,0.3753771003136695,0.4653771003136695,0.9543416094871047
PZT Depoled,PZT,Failure Case,1588.5245465945638,158.85245465945638,6.728621071173048,374.19036987549157,27.41257058449972,7.600228348665143,1.0,1.060328217409107e-05,1.0,757.5708723187743,13784266826.31839,11.1948,,,0.92205,0.939671782590893,0.49002500000000004,0.8047777478136251,830.340962218214,2.0,0.15,0.3301641087045535,0.3901641087045535,0.4801641087045535,0.9113274207942198
C/C Composite (Oxidized),Carbon,Failure Case,1588.5245465945638,158.85245465945638,6.728621071173048,374.19036987549157,27.41257058449972,7.600228348665143,1.0,1.060328217409107e-05,1.0,702.6615153025272,13784266826.31839,13.015600000000001,,,0.92205,0.939671782590893,0.49002500000000004,0.8047777478136251,830.340962218214,2.0,0.15,0.3301641087045535,0.3901641087045535,0.4801641087045535,0.9113274207942198
Geopolymer (Efflorescence),Fly Ash,Failure Case,1516.0444800203038,151.60444800203038,5.373618363052113,368.85449919832666,26.992675782249346,7.515249638685903,1.0,1.0820158297157371e-05,1.0,695.8922069186202,108.2015829715737,12.692307692307692,1.2,,0.90005,0.917984170284263,0.49002500000000004,0.7895964191989842,795.8746652691783,2.0,0.15,0.34100791485786847,0.40100791485786846,0.4910079148578685,0.8803395535883749
Concrete (Alkali-Silica Reaction),OPC,Failure Case,2086.8033049766145,208.68033049766146,7.0365762321096055,375.40306775666534,35.34591126312419,19.04885422960561,1.0,1.055399214612146e-05,1.0,746.451067365329,13720189789.957895,6.310755555555556,,,0.92705,0.9446007853878541,0.49002500000000004,0.8082280497714978,838.2750472083952,2.0,0.15,0.32769960730607295,0.38769960730607295,0.47769960730607297,0.9184357145716024
Slump Failed Concrete,OPC,Failure Case,2086.8033049766145,208.68033049766146,7.0365762321096055,375.40306775666534,35.34591126312419,19.04885422960561,1.0,1.055399214612146e-05,1.0,659.010247206882,13720189789.957895,6.310755555555556,,,0.92705,0.9446007853878541,0.49002500000000004,0.8082280497714978,838.2750472083952,2.0,0.15,0.32769960730607295,0.38769960730607295,0.47769960730607297,0.9184357145716024
Segregated Concrete Mix,OPC,Failure Case,2086.8033049766145,208.68033049766146,7.0365762321096055,375.40306775666534,35.34591126312419,19.04885422960561,1.0,1.055399214612146e-05,1.0,632.0325113276003,13720189789.957895,6.310755555555556,,,0.92705,0.9446007853878541,0.49002500000000004,0.8082280497714978,838.2750472083952,2.0,0.15,0.32769960730607295,0.38769960730607295,0.47769960730607297,0.9184357145716024
Freeze-Thaw Damaged Concrete,OPC,Failure Case,2086.8033049766145,208.68033049766146,7.0365762321096055,375.40306775666534,35.34591126312419,19.04885422960561,1.0,1.055399214612146e-05,1.0,735.5272902608536,13720189789.957895,6.310755555555556,,,0.92705,0.9446007853878541,0.49002500000000004,0.8082280497714978,838.2750472083952,2.0,0.15,0.32769960730607295,0.38769960730607295,0.47769960730607297,0.9184357145716024
Dosage Study: Nano-Silica in OPC,OPC,Dosage Study,3527.0104695163604,352.70104695163604,16.324789449374997,558.4487963047874,39.7696478611516,24.61362609885465,1.0,1.0009999999999999e-05,1.0,600.0,10210199999.999998,6.310755555555556,,,0.9944324999999999,0.999,0.77371625,0.931414875,1074.469494815988,2.0,0.01,0.1605,0.1925,0.2405,0.9985005
Dosage Study: Graphene Oxide in OPC,OPC,Dosage Study,3527.0104695163604,352.70104695163604,16.324789449374997,558.4487963047874,39.7696478611516,24.61362609885465,1.0,1.0009999999999999e-05,1.0,683.4376970985815,10210199999.999998,6.310755555555556,,,0.9944324999999999,0.999,0.77371625,0.931414875,1074.469494815988,2.0,0.01,0.1605,0.1925,0.2405,0.9985005
Dosage Study: CNTs in OPC,OPC,Dosage Study,3527.0104695163604,352.70104695163604,16.324789449374997,558.4487963047874,39.7696478611516,24.61362609885465,1.0,1.0009999999999999e-05,1.0,689.8641451211429,10210199999.999998,6.310755555555556,,,0.9944324999999999,0.999,0.77371625,0.931414875,1074.469494815988,2.0,0.01,0.1605,0.1925,0.2405,0.9985005
Dosage Study: SiC particles in Al2O3,Al2O3,Dosage Study,2984.393474206151,298.4393474206151,16.324789449374997,558.4487963047874,30.82371581412598,29.53635131862558,1.0,1.0009999999999999e-05,1.0,753.3949167056214,1.0009999999999999e-07,1.0,,,0.999,0.999,0.77371625,0.931414875,1074.469494815988,2.0,0.01,0.1605,0.1925,0.2405,0.9985005
Dosage Study: Y2O3 in ZrO2,ZrO2,Dosage Study,2984.393474206151,298.4393474206151,16.324789449374997,558.4487963047874,30.82371581412598,9.84545043954186,1.0,1.0009999999999999e-05,1.0,735.0744407628669,10210199999.999998,9.1074,,,0.999,0.999,0.77371625,0.931414875,1074.469494815988,2.0,0.01,0.1605,0.1925,0.2405,0.9985005
Dosage Study: Basalt Fibers in Geopolymer,Fly Ash Geopolymer,Dosage Study,2687.4428730931763,268.74428730931766,15.781083943445307,556.732876361249,30.72483945843957,9.822143869987205,1.0,1.005732117928565e-05,1.0,685.6717317259142,100.5732117928565,12.692307692307692,1.2,,0.9774324999999999,0.994267882071435,0.77371625,0.9281023924500045,1065.5767477189138,2.0,0.01,0.1628660589642825,0.1948660589642825,0.24286605896428248,0.991418251695126
Dosage Study: TiO2 in OPC,OPC,Dosage Study,3527.0104695163604,352.70104695163604,16.324789449374997,558.4487963047874,39.7696478611516,24.61362609885465,1.0,1.0009999999999999e-05,1.0,732.2841087661891,10210199999.999998,6.310755555555556,,,0.9944324999999999,0.999,0.77371625,0.931414875,1074.469494815988,2.0,0.01,0.1605,0.1925,0.2405,0.9985005
Dosage Study: Bacterial Spores in OPC,OPC,Dosage Study,3527.0104695163604,352.70104695163604,16.324789449374997,558.4487963047874,39.7696478611516,24.61362609885465,1.0,1.0009999999999999e-05,1.0,685.0748428551692,10210199999.999998,6.310755555555556,,,0.9944324999999999,0.999,0.77371625,0.931414875,1074.469494815988,2.0,0.01,0.1605,0.1925,0.2405,0.9985005
Dosage Study: Slag in Fly Ash Geopolymer,Fly Ash Geopolymer,Dosage Study,2687.4428730931763,268.74428730931766,15.781083943445307,556.732876361249,30.72483945843957,9.822143869987205,1.0,1.005732117928565e-05,1.0,709.9581068812514,100.5732117928565,12.692307692307692,1.2,,0.9774324999999999,0.994267882071435,0.77371625,0.9281023924500045,1065.5767477189138,2.0,0.01,0.1628660589642825,0.1948660589642825,0.24286605896428248,0.991418251695126
Dosage Study: Cobalt in WC,WC,Dosage Study,3472.9231061778105,347.2923106177811,15.441287767622182,555.660488775554,39.54011859896881,29.422734333845096,1.0,1.0086895196067419e-05,1.0,737.5429504722889,1.0086895196067418e-07,1.0,,,0.9744324999999999,0.9913104803932582,0.77371625,0.9260322112752808,1060.0374860721147,2.0,0.01,0.1643447598033709,0.1963447598033709,0.2443447598033709,0.9870034744653853
